version,axis,char,family,speed,gamma,lambda,mu,sigma,converged,n_trials,n_rows,n_participants,note
incl_clamp0,actual,ま,reveal,pooled,0.01389,1.0,2.4149,1.0443,True,131,131,49,
incl_clamp0,actual,ま,reveal,300,0.01389,1.0,3.58986,0.95941,True,71,71,30,
incl_clamp0,actual,ま,reveal,500,0.01389,1.0,1.26489,0.55625,True,60,60,20,
incl_clamp0,actual,ま,blur,pooled,0.01389,1.0,44.54361,10.26563,True,133,133,48,
incl_clamp0,actual,ま,blur,300,0.01389,1.0,44.69469,11.22633,True,75,75,33,
incl_clamp0,actual,ま,blur,500,0.01389,1.0,44.26929,9.21735,True,58,58,20,
incl_clamp0,actual,ま,wipe,pooled,0.01389,0.94805,3.9649,0.0995,True,140,140,50,
incl_clamp0,actual,ま,wipe,300,0.01389,0.93333,3.87644,0.0995,True,77,77,32,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,actual,ま,wipe,500,0.01389,0.96875,4.14113,0.0995,True,63,63,21,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,actual,ら,fade,pooled,0.01389,1.0,1.68598,0.36383,True,140,140,52,
incl_clamp0,actual,ら,fade,300,0.01389,1.0,1.92933,0.35437,True,77,77,33,
incl_clamp0,actual,ら,fade,500,0.01389,1.0,1.43137,0.24044,True,63,63,21,
incl_clamp0,actual,ら,reveal,pooled,0.01389,0.90083,1.00791,0.2811,True,135,135,50,
incl_clamp0,actual,ら,reveal,300,0.01389,0.9593,2.09027,1.26547,True,72,72,31,
incl_clamp0,actual,ら,reveal,500,0.01389,0.94756,1.05823,0.26172,True,63,63,21,
incl_clamp0,actual,ら,blur,pooled,0.01389,1.0,47.63963,10.34102,True,134,134,50,
incl_clamp0,actual,ら,blur,300,0.01389,1.0,49.59037,9.60173,True,74,74,33,
incl_clamp0,actual,ら,blur,500,0.01389,1.0,45.74062,10.92899,True,60,60,19,
incl_clamp0,actual,ら,wipe,pooled,0.01389,0.93333,24.90183,0.37572,True,135,135,51,
incl_clamp0,actual,ら,wipe,300,0.01389,0.95833,24.84056,0.0995,True,71,71,33,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,actual,ら,wipe,500,0.01389,0.83333,25.04971,0.43081,True,64,64,21,
incl_clamp0,nominal,あ,fade,pooled,0.01389,0.97037,1.20542,0.40921,True,133,133,50,
incl_clamp0,nominal,あ,fade,300,0.01389,0.94998,0.88265,0.0996,True,76,76,32,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,nominal,あ,fade,500,0.01389,1.0,1.47762,0.69309,True,57,57,19,
incl_clamp0,nominal,あ,reveal,pooled,0.01389,1.0,1.52097,0.79559,True,144,144,56,
incl_clamp0,nominal,あ,reveal,300,0.01389,1.0,1.03168,0.39608,True,81,81,37,
incl_clamp0,nominal,あ,reveal,500,0.01389,1.0,2.02857,1.11726,True,63,63,21,
incl_clamp0,nominal,あ,blur,pooled,0.01389,1.0,45.43578,13.65409,True,133,133,48,
incl_clamp0,nominal,あ,blur,300,0.01389,1.0,47.95576,12.35955,True,73,73,31,
incl_clamp0,nominal,あ,blur,500,0.01389,1.0,42.71618,14.97848,True,60,60,20,
incl_clamp0,nominal,あ,wipe,pooled,0.01389,1.0,23.30626,11.84563,True,128,128,46,
incl_clamp0,nominal,あ,wipe,300,0.01389,1.0,20.53579,10.30584,True,68,68,27,
incl_clamp0,nominal,あ,wipe,500,0.01389,1.0,26.02742,13.26011,True,60,60,20,
incl_clamp0,nominal,か,fade,pooled,0.01389,0.94859,1.42301,0.50944,True,135,135,50,
incl_clamp0,nominal,か,fade,300,0.01389,1.0,2.05586,1.6373,True,75,75,32,
incl_clamp0,nominal,か,fade,500,0.01389,0.96495,1.41568,0.58845,True,60,60,19,
incl_clamp0,nominal,か,reveal,pooled,0.01389,1.0,1.68821,0.67338,True,127,127,46,
incl_clamp0,nominal,か,reveal,300,0.01389,1.0,1.96391,0.71243,True,64,64,25,
incl_clamp0,nominal,か,reveal,500,0.01389,1.0,1.4775,0.62694,True,63,63,21,
incl_clamp0,nominal,か,blur,pooled,0.01389,1.0,45.56963,9.98864,True,140,140,51,
incl_clamp0,nominal,か,blur,300,0.01389,1.0,47.52107,9.53466,True,77,77,33,
incl_clamp0,nominal,か,blur,500,0.01389,1.0,43.71765,10.21087,True,63,63,21,
incl_clamp0,nominal,か,wipe,pooled,0.01389,0.96195,38.76139,8.11211,True,134,134,50,
incl_clamp0,nominal,か,wipe,300,0.01389,0.95974,47.4512,10.85855,True,71,71,29,
incl_clamp0,nominal,か,wipe,500,0.01389,1.0,35.25337,6.47569,True,63,63,21,
incl_clamp0,nominal,が,fade,pooled,0.01389,0.96066,1.85699,0.21141,True,138,138,52,
incl_clamp0,nominal,が,fade,300,0.01389,1.0,1.86941,0.23062,True,78,78,34,
incl_clamp0,nominal,が,fade,500,0.01389,0.89965,1.81401,0.18129,True,60,60,20,
incl_clamp0,nominal,が,reveal,pooled,0.01389,0.95173,3.43308,1.00885,True,133,133,50,
incl_clamp0,nominal,が,reveal,300,0.01389,0.92859,4.39823,0.89602,True,73,73,32,
incl_clamp0,nominal,が,reveal,500,0.01389,0.95105,1.8048,0.33952,True,60,60,20,
incl_clamp0,nominal,が,blur,pooled,0.01389,1.0,56.34899,14.15533,True,129,129,45,
incl_clamp0,nominal,が,blur,300,0.01389,1.0,51.40001,13.33893,True,72,72,27,
incl_clamp0,nominal,が,blur,500,0.01389,0.98157,61.47911,14.21758,True,57,57,19,
incl_clamp0,nominal,が,wipe,pooled,0.01389,0.96296,95.68652,0.0995,True,137,137,50,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,nominal,が,wipe,300,0.01389,0.95469,99.0961,0.10331,True,74,74,31,
incl_clamp0,nominal,が,wipe,500,0.01389,1.0,49.35808,0.0995,True,63,63,21,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,nominal,ぱ,fade,pooled,0.01389,0.95101,2.6837,0.73103,True,138,138,50,
incl_clamp0,nominal,ぱ,fade,300,0.01389,0.95445,3.11806,0.73768,True,75,75,30,
incl_clamp0,nominal,ぱ,fade,500,0.01389,0.95133,2.33569,0.72724,True,63,63,21,
incl_clamp0,nominal,ぱ,reveal,pooled,0.01389,0.91821,3.5987,1.0052,True,140,140,53,
incl_clamp0,nominal,ぱ,reveal,300,0.01389,0.96209,6.86462,2.53765,True,77,77,36,
incl_clamp0,nominal,ぱ,reveal,500,0.01389,0.95214,2.46702,0.35768,True,63,63,21,
incl_clamp0,nominal,ぱ,blur,pooled,0.01389,1.0,67.46904,14.1375,True,134,134,48,
incl_clamp0,nominal,ぱ,blur,300,0.01389,1.0,68.22832,12.29558,True,74,74,33,
incl_clamp0,nominal,ぱ,blur,500,0.01389,1.0,67.35226,17.18451,True,60,60,19,
incl_clamp0,nominal,ぱ,wipe,pooled,0.01389,0.9697,75.14243,0.0995,True,139,139,52,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,nominal,ぱ,wipe,300,0.01389,0.96429,81.70905,1.1528,True,76,76,34,
incl_clamp0,nominal,ぱ,wipe,500,0.01389,1.0,49.35808,0.0995,True,63,63,21,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,nominal,し,fade,pooled,0.01389,1.0,1.45557,0.49591,True,130,130,48,
incl_clamp0,nominal,し,fade,300,0.01389,0.98007,1.22045,0.22636,True,72,72,28,
incl_clamp0,nominal,し,fade,500,0.01389,1.0,1.52415,0.53319,True,58,58,20,
incl_clamp0,nominal,し,reveal,pooled,0.01389,0.98112,1.24957,0.56384,True,136,136,50,
incl_clamp0,nominal,し,reveal,300,0.01389,1.0,1.01665,0.6128,True,73,73,29,
incl_clamp0,nominal,し,reveal,500,0.01389,0.95107,1.46067,0.48336,True,63,63,21,
incl_clamp0,nominal,し,blur,pooled,0.01389,0.9689,33.74525,5.7206,True,134,134,50,
incl_clamp0,nominal,し,blur,300,0.01389,1.0,36.16345,6.40611,True,74,74,32,
incl_clamp0,nominal,し,blur,500,0.01389,0.92,26.15416,0.11395,True,60,60,20,
incl_clamp0,nominal,し,wipe,pooled,0.01389,1.0,17.19847,7.84251,True,133,133,46,
incl_clamp0,nominal,し,wipe,300,0.01389,1.0,20.28611,7.49727,True,73,73,31,
incl_clamp0,nominal,し,wipe,500,0.01389,1.0,14.46232,7.96002,True,60,60,20,
incl_clamp0,nominal,つ,fade,pooled,0.01389,1.0,1.58399,1.52751,True,134,134,48,
incl_clamp0,nominal,つ,fade,300,0.01389,1.0,1.47261,1.8385,True,74,74,31,
incl_clamp0,nominal,つ,fade,500,0.01389,1.0,1.63643,1.24089,True,60,60,19,
incl_clamp0,nominal,つ,reveal,pooled,0.01389,1.0,1.61147,0.79372,True,130,130,46,
incl_clamp0,nominal,つ,reveal,300,0.01389,1.0,2.22282,1.11354,True,67,67,26,
incl_clamp0,nominal,つ,reveal,500,0.01389,1.0,1.09229,0.39705,True,63,63,21,
incl_clamp0,nominal,つ,blur,pooled,0.01389,1.0,31.40684,10.35569,True,142,142,53,
incl_clamp0,nominal,つ,blur,300,0.01389,1.0,35.11062,10.62491,True,79,79,34,
incl_clamp0,nominal,つ,blur,500,0.01389,1.0,28.50109,8.92323,True,63,63,21,
incl_clamp0,nominal,つ,wipe,pooled,0.01389,0.96836,31.0745,9.94161,True,139,139,50,
incl_clamp0,nominal,つ,wipe,300,0.01389,0.96057,23.77741,5.35286,True,76,76,32,
incl_clamp0,nominal,つ,wipe,500,0.01389,1.0,38.77649,14.89793,True,63,63,21,
incl_clamp0,nominal,ま,fade,pooled,0.01389,0.944,1.423,0.40724,True,136,136,54,
incl_clamp0,nominal,ま,fade,300,0.01389,0.97626,1.54261,0.46441,True,76,76,34,
incl_clamp0,nominal,ま,fade,500,0.01389,0.89448,1.27432,0.28418,True,60,60,20,
incl_clamp0,nominal,ま,reveal,pooled,0.01389,1.0,2.40866,1.04474,True,131,131,49,
incl_clamp0,nominal,ま,reveal,300,0.01389,1.0,3.5878,0.96188,True,71,71,30,
incl_clamp0,nominal,ま,reveal,500,0.01389,1.0,1.2596,0.55644,True,60,60,20,
incl_clamp0,nominal,ま,blur,pooled,0.01389,1.0,44.54361,10.26563,True,133,133,48,
incl_clamp0,nominal,ま,blur,300,0.01389,1.0,44.69469,11.22633,True,75,75,33,
incl_clamp0,nominal,ま,blur,500,0.01389,1.0,44.26929,9.21735,True,58,58,20,
incl_clamp0,nominal,ま,wipe,pooled,0.01389,0.94805,3.9649,0.0995,True,140,140,50,
incl_clamp0,nominal,ま,wipe,300,0.01389,0.93333,3.87644,0.0995,True,77,77,32,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,nominal,ま,wipe,500,0.01389,0.96875,4.14113,0.0995,True,63,63,21,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,nominal,ら,fade,pooled,0.01389,1.0,1.68598,0.36383,True,140,140,52,
incl_clamp0,nominal,ら,fade,300,0.01389,1.0,1.92933,0.35437,True,77,77,33,
incl_clamp0,nominal,ら,fade,500,0.01389,1.0,1.43137,0.24044,True,63,63,21,
incl_clamp0,nominal,ら,reveal,pooled,0.01389,0.90176,1.0122,0.28976,True,135,135,50,
incl_clamp0,nominal,ら,reveal,300,0.01389,0.95925,2.0809,1.26728,True,72,72,31,
incl_clamp0,nominal,ら,reveal,500,0.01389,0.94759,1.05543,0.26298,True,63,63,21,
incl_clamp0,nominal,ら,blur,pooled,0.01389,1.0,47.63963,10.34102,True,134,134,50,
incl_clamp0,nominal,ら,blur,300,0.01389,1.0,49.59037,9.60173,True,74,74,33,
incl_clamp0,nominal,ら,blur,500,0.01389,1.0,45.74062,10.92899,True,60,60,19,
incl_clamp0,nominal,ら,wipe,pooled,0.01389,0.93333,24.90183,0.37572,True,135,135,51,
incl_clamp0,nominal,ら,wipe,300,0.01389,0.95833,24.84056,0.0995,True,71,71,33,sigmaが下限に張り付き(階段状の急変化、この値より鋭い可能性)
incl_clamp0,nominal,ら,wipe,500,0.01389,0.83333,25.04971,0.43081,True,64,64,21,
