modality,char,family,type,level,main_accuracy,main_n,compare_group,decoy_level,decoy_accuracy,decoy_n,level_diff,diff
visual,が,reveal,dakuon,0.5,0.0,15,all_decoy,0.5,0.08333,180,0.0,-0.08333
visual,が,reveal,dakuon,0.5,0.0,15,same_type_decoy,0.5,0.01515,66,0.0,-0.01515
visual,が,reveal,dakuon,1.0,0.06667,15,all_decoy,1.0,0.20765,183,0.0,-0.14098
visual,が,reveal,dakuon,1.0,0.06667,15,same_type_decoy,1.0,0.16,75,0.0,-0.09333
visual,が,reveal,dakuon,2.0,0.46667,15,all_decoy,2.0,0.51596,188,0.0,-0.04929
visual,が,reveal,dakuon,2.0,0.46667,15,same_type_decoy,2.0,0.375,56,0.0,0.09167
visual,が,reveal,dakuon,4.0,0.5,16,all_decoy,4.0,0.75956,183,0.0,-0.25956
visual,が,reveal,dakuon,4.0,0.5,16,same_type_decoy,4.0,0.66667,66,0.0,-0.16667
visual,が,reveal,dakuon,9.0,0.92857,14,all_decoy,9.0,0.94536,183,0.0,-0.01678
visual,が,reveal,dakuon,9.0,0.92857,14,same_type_decoy,9.0,0.95455,66,0.0,-0.02597
visual,が,reveal,dakuon,100.0,0.93333,15,all_decoy,100.0,0.98889,180,0.0,-0.05556
visual,が,reveal,dakuon,100.0,0.93333,15,same_type_decoy,100.0,1.0,61,0.0,-0.06667
visual,が,wipe,dakuon,0.5,0.0,16,all_decoy,0.5,0.00543,184,0.0,-0.00543
visual,が,wipe,dakuon,0.5,0.0,16,same_type_decoy,0.5,0.0,62,0.0,0.0
visual,が,wipe,dakuon,1.0,0.0,15,all_decoy,1.0,0.03315,181,0.0,-0.03315
visual,が,wipe,dakuon,1.0,0.0,15,same_type_decoy,1.0,0.0,48,0.0,0.0
visual,が,wipe,dakuon,2.0,0.0,16,all_decoy,2.0,0.03226,186,0.0,-0.03226
visual,が,wipe,dakuon,2.0,0.0,16,same_type_decoy,2.0,0.0,50,0.0,0.0
visual,が,wipe,dakuon,4.0,0.0,16,all_decoy,4.0,0.04839,186,0.0,-0.04839
visual,が,wipe,dakuon,4.0,0.0,16,same_type_decoy,4.0,0.0,66,0.0,0.0
visual,が,wipe,dakuon,8.0,0.0,15,all_decoy,8.0,0.1105,181,0.0,-0.1105
visual,が,wipe,dakuon,8.0,0.0,15,same_type_decoy,8.0,0.0,43,0.0,0.0
visual,が,wipe,dakuon,14.0,0.0,16,all_decoy,14.0,0.12088,182,0.0,-0.12088
visual,が,wipe,dakuon,14.0,0.0,16,same_type_decoy,14.0,0.0,59,0.0,0.0
visual,が,wipe,dakuon,25.0,0.0,16,all_decoy,25.0,0.2381,189,0.0,-0.2381
visual,が,wipe,dakuon,25.0,0.0,16,same_type_decoy,25.0,0.0,57,0.0,0.0
visual,が,wipe,dakuon,100.0,1.0,16,all_decoy,100.0,0.9779,181,0.0,0.0221
visual,が,wipe,dakuon,100.0,1.0,16,same_type_decoy,100.0,0.97778,45,0.0,0.02222
visual,し,blur,seion,26.0,0.13333,15,all_decoy,26.0,0.23204,181,0.0,-0.09871
visual,し,blur,seion,26.0,0.13333,15,same_type_decoy,26.0,0.23684,114,0.0,-0.10351
visual,し,blur,seion,38.0,0.8125,16,all_decoy,38.0,0.2766,188,0.0,0.5359
visual,し,blur,seion,38.0,0.8125,16,same_type_decoy,38.0,0.29167,120,0.0,0.52083
visual,し,blur,seion,48.0,0.8,15,all_decoy,48.0,0.50273,183,0.0,0.29727
visual,し,blur,seion,48.0,0.8,15,same_type_decoy,48.0,0.57273,110,0.0,0.22727
visual,し,blur,seion,56.0,0.93333,15,all_decoy,56.0,0.62431,181,0.0,0.30902
visual,し,blur,seion,56.0,0.93333,15,same_type_decoy,56.0,0.71053,114,0.0,0.22281
visual,し,blur,seion,64.0,0.9375,16,all_decoy,64.0,0.76923,182,0.0,0.16827
visual,し,blur,seion,64.0,0.9375,16,same_type_decoy,64.0,0.82906,117,0.0,0.10844
visual,し,blur,seion,72.0,1.0,15,all_decoy,72.0,0.89362,188,0.0,0.10638
visual,し,blur,seion,72.0,1.0,15,same_type_decoy,72.0,0.95575,113,0.0,0.04425
visual,し,blur,seion,84.0,1.0,15,all_decoy,84.0,0.94565,184,0.0,0.05435
visual,し,blur,seion,84.0,1.0,15,same_type_decoy,84.0,0.97561,123,0.0,0.02439
visual,し,blur,seion,100.0,0.9375,16,all_decoy,100.0,0.98352,182,0.0,-0.04602
visual,し,blur,seion,100.0,0.9375,16,same_type_decoy,100.0,0.99029,103,0.0,-0.05279
visual,し,fade,seion,0.4,0.06667,15,all_decoy,0.4,0.04372,183,0.0,0.02295
visual,し,fade,seion,0.4,0.06667,15,same_type_decoy,0.4,0.05714,105,0.0,0.00952
visual,し,fade,seion,0.8,0.1875,16,all_decoy,0.8,0.11538,182,0.0,0.07212
visual,し,fade,seion,0.8,0.1875,16,same_type_decoy,0.8,0.15517,116,0.0,0.03233
visual,し,fade,seion,1.4,0.57143,14,all_decoy,1.4,0.46703,182,0.0,0.1044
visual,し,fade,seion,1.4,0.57143,14,same_type_decoy,1.4,0.50893,112,0.0,0.0625
visual,し,fade,seion,2.2,0.86667,15,all_decoy,2.2,0.65775,187,0.0,0.20891
visual,し,fade,seion,2.2,0.86667,15,same_type_decoy,2.2,0.70175,114,0.0,0.16491
visual,し,fade,seion,3.5,0.9375,16,all_decoy,3.5,0.87432,183,0.0,0.06318
visual,し,fade,seion,3.5,0.9375,16,same_type_decoy,3.5,0.89565,115,0.0,0.04185
visual,し,fade,seion,6.0,1.0,14,all_decoy,6.0,0.92857,182,0.0,0.07143
visual,し,fade,seion,6.0,1.0,14,same_type_decoy,6.0,0.92857,112,0.0,0.07143
visual,し,fade,seion,12.0,1.0,15,all_decoy,12.0,0.95028,181,0.0,0.04972
visual,し,fade,seion,12.0,1.0,15,same_type_decoy,12.0,0.96522,115,0.0,0.03478
visual,し,fade,seion,100.0,1.0,16,all_decoy,100.0,0.98942,189,0.0,0.01058
visual,し,fade,seion,100.0,1.0,16,same_type_decoy,100.0,1.0,119,0.0,0.0
visual,し,reveal,seion,0.1,0.0,16,all_decoy,0.1,0.03191,188,0.0,-0.03191
visual,し,reveal,seion,0.1,0.0,16,same_type_decoy,0.1,0.05825,103,0.0,-0.05825
visual,し,reveal,seion,0.3,0.1875,16,all_decoy,0.3,0.07104,183,0.0,0.11646
visual,し,reveal,seion,0.3,0.1875,16,same_type_decoy,0.3,0.09565,115,0.0,0.09185
visual,し,reveal,seion,0.5,0.25,16,all_decoy,0.5,0.08333,180,0.0,0.16667
visual,し,reveal,seion,0.5,0.25,16,same_type_decoy,0.5,0.14583,96,0.0,0.10417
visual,し,reveal,seion,1.0,0.53333,15,all_decoy,1.0,0.20765,183,0.0,0.32568
visual,し,reveal,seion,1.0,0.53333,15,same_type_decoy,1.0,0.25243,103,0.0,0.28091
visual,し,reveal,seion,2.0,0.6875,16,all_decoy,2.0,0.51596,188,0.0,0.17154
visual,し,reveal,seion,2.0,0.6875,16,same_type_decoy,2.0,0.6087,115,0.0,0.0788
visual,し,reveal,seion,4.0,1.0,16,all_decoy,4.0,0.75956,183,0.0,0.24044
visual,し,reveal,seion,4.0,1.0,16,same_type_decoy,4.0,0.82524,103,0.0,0.17476
visual,し,reveal,seion,9.0,0.93333,15,all_decoy,9.0,0.94536,183,0.0,-0.01202
visual,し,reveal,seion,9.0,0.93333,15,same_type_decoy,9.0,0.94444,108,0.0,-0.01111
visual,し,reveal,seion,100.0,1.0,16,all_decoy,100.0,0.98889,180,0.0,0.01111
visual,し,reveal,seion,100.0,1.0,16,same_type_decoy,100.0,0.99029,103,0.0,0.00971
visual,し,wipe,seion,0.5,0.07143,14,all_decoy,0.5,0.00543,184,0.0,0.06599
visual,し,wipe,seion,0.5,0.07143,14,same_type_decoy,0.5,0.00901,111,0.0,0.06242
visual,し,wipe,seion,1.0,0.13333,15,all_decoy,1.0,0.03315,181,0.0,0.10018
visual,し,wipe,seion,1.0,0.13333,15,same_type_decoy,1.0,0.04839,124,0.0,0.08495
visual,し,wipe,seion,2.0,0.3125,16,all_decoy,2.0,0.03226,186,0.0,0.28024
visual,し,wipe,seion,2.0,0.3125,16,same_type_decoy,2.0,0.04724,127,0.0,0.26526
visual,し,wipe,seion,4.0,0.14286,14,all_decoy,4.0,0.04839,186,0.0,0.09447
visual,し,wipe,seion,4.0,0.14286,14,same_type_decoy,4.0,0.07339,109,0.0,0.06946
visual,し,wipe,seion,8.0,0.13333,15,all_decoy,8.0,0.1105,181,0.0,0.02284
visual,し,wipe,seion,8.0,0.13333,15,same_type_decoy,8.0,0.15748,127,0.0,-0.02415
visual,し,wipe,seion,14.0,0.33333,15,all_decoy,14.0,0.12088,182,0.0,0.21245
visual,し,wipe,seion,14.0,0.33333,15,same_type_decoy,14.0,0.17544,114,0.0,0.15789
visual,し,wipe,seion,25.0,0.8,15,all_decoy,25.0,0.2381,189,0.0,0.5619
visual,し,wipe,seion,25.0,0.8,15,same_type_decoy,25.0,0.375,120,0.0,0.425
visual,し,wipe,seion,100.0,1.0,16,all_decoy,100.0,0.9779,181,0.0,0.0221
visual,し,wipe,seion,100.0,1.0,16,same_type_decoy,100.0,0.97674,129,0.0,0.02326
visual,つ,blur,seion,26.0,0.47059,17,all_decoy,26.0,0.23204,181,0.0,0.23854
visual,つ,blur,seion,26.0,0.47059,17,same_type_decoy,26.0,0.23684,114,0.0,0.23375
visual,つ,blur,seion,38.0,0.5625,16,all_decoy,38.0,0.2766,188,0.0,0.2859
visual,つ,blur,seion,38.0,0.5625,16,same_type_decoy,38.0,0.29167,120,0.0,0.27083
visual,つ,blur,seion,48.0,0.8125,16,all_decoy,48.0,0.50273,183,0.0,0.30977
visual,つ,blur,seion,48.0,0.8125,16,same_type_decoy,48.0,0.57273,110,0.0,0.23977
visual,つ,blur,seion,56.0,0.875,16,all_decoy,56.0,0.62431,181,0.0,0.25069
visual,つ,blur,seion,56.0,0.875,16,same_type_decoy,56.0,0.71053,114,0.0,0.16447
visual,つ,blur,seion,64.0,1.0,15,all_decoy,64.0,0.76923,182,0.0,0.23077
visual,つ,blur,seion,64.0,1.0,15,same_type_decoy,64.0,0.82906,117,0.0,0.17094
visual,つ,blur,seion,72.0,1.0,16,all_decoy,72.0,0.89362,188,0.0,0.10638
visual,つ,blur,seion,72.0,1.0,16,same_type_decoy,72.0,0.95575,113,0.0,0.04425
visual,つ,blur,seion,84.0,1.0,16,all_decoy,84.0,0.94565,184,0.0,0.05435
visual,つ,blur,seion,84.0,1.0,16,same_type_decoy,84.0,0.97561,123,0.0,0.02439
visual,つ,blur,seion,100.0,1.0,15,all_decoy,100.0,0.98352,182,0.0,0.01648
visual,つ,blur,seion,100.0,1.0,15,same_type_decoy,100.0,0.99029,103,0.0,0.00971
visual,つ,fade,seion,0.4,0.1875,16,all_decoy,0.4,0.04372,183,0.0,0.14378
visual,つ,fade,seion,0.4,0.1875,16,same_type_decoy,0.4,0.05714,105,0.0,0.13036
visual,つ,fade,seion,0.8,0.42857,14,all_decoy,0.8,0.11538,182,0.0,0.31319
visual,つ,fade,seion,0.8,0.42857,14,same_type_decoy,0.8,0.15517,116,0.0,0.2734
visual,つ,fade,seion,1.4,0.5625,16,all_decoy,1.4,0.46703,182,0.0,0.09547
visual,つ,fade,seion,1.4,0.5625,16,same_type_decoy,1.4,0.50893,112,0.0,0.05357
visual,つ,fade,seion,2.2,0.6875,16,all_decoy,2.2,0.65775,187,0.0,0.02975
visual,つ,fade,seion,2.2,0.6875,16,same_type_decoy,2.2,0.70175,114,0.0,-0.01425
visual,つ,fade,seion,3.5,0.71429,14,all_decoy,3.5,0.87432,183,0.0,-0.16003
visual,つ,fade,seion,3.5,0.71429,14,same_type_decoy,3.5,0.89565,115,0.0,-0.18137
visual,つ,fade,seion,6.0,0.93333,15,all_decoy,6.0,0.92857,182,0.0,0.00476
visual,つ,fade,seion,6.0,0.93333,15,same_type_decoy,6.0,0.92857,112,0.0,0.00476
visual,つ,fade,seion,12.0,1.0,15,all_decoy,12.0,0.95028,181,0.0,0.04972
visual,つ,fade,seion,12.0,1.0,15,same_type_decoy,12.0,0.96522,115,0.0,0.03478
visual,つ,fade,seion,100.0,1.0,15,all_decoy,100.0,0.98942,189,0.0,0.01058
visual,つ,fade,seion,100.0,1.0,15,same_type_decoy,100.0,1.0,119,0.0,0.0
visual,つ,reveal,seion,0.1,0.0625,16,all_decoy,0.1,0.03191,188,0.0,0.03059
visual,つ,reveal,seion,0.1,0.0625,16,same_type_decoy,0.1,0.05825,103,0.0,0.00425
visual,つ,reveal,seion,0.3,0.07143,14,all_decoy,0.3,0.07104,183,0.0,0.00039
visual,つ,reveal,seion,0.3,0.07143,14,same_type_decoy,0.3,0.09565,115,0.0,-0.02422
visual,つ,reveal,seion,0.5,0.3125,16,all_decoy,0.5,0.08333,180,0.0,0.22917
visual,つ,reveal,seion,0.5,0.3125,16,same_type_decoy,0.5,0.14583,96,0.0,0.16667
visual,つ,reveal,seion,1.0,0.28571,14,all_decoy,1.0,0.20765,183,0.0,0.07806
visual,つ,reveal,seion,1.0,0.28571,14,same_type_decoy,1.0,0.25243,103,0.0,0.03329
visual,つ,reveal,seion,2.0,0.8,15,all_decoy,2.0,0.51596,188,0.0,0.28404
visual,つ,reveal,seion,2.0,0.8,15,same_type_decoy,2.0,0.6087,115,0.0,0.1913
visual,つ,reveal,seion,4.0,0.875,16,all_decoy,4.0,0.75956,183,0.0,0.11544
visual,つ,reveal,seion,4.0,0.875,16,same_type_decoy,4.0,0.82524,103,0.0,0.04976
visual,つ,reveal,seion,9.0,1.0,14,all_decoy,9.0,0.94536,183,0.0,0.05464
visual,つ,reveal,seion,9.0,1.0,14,same_type_decoy,9.0,0.94444,108,0.0,0.05556
visual,つ,reveal,seion,100.0,1.0,15,all_decoy,100.0,0.98889,180,0.0,0.01111
visual,つ,reveal,seion,100.0,1.0,15,same_type_decoy,100.0,0.99029,103,0.0,0.00971
visual,つ,wipe,seion,0.5,0.125,16,all_decoy,0.5,0.00543,184,0.0,0.11957
visual,つ,wipe,seion,0.5,0.125,16,same_type_decoy,0.5,0.00901,111,0.0,0.11599
visual,つ,wipe,seion,1.0,0.0,15,all_decoy,1.0,0.03315,181,0.0,-0.03315
visual,つ,wipe,seion,1.0,0.0,15,same_type_decoy,1.0,0.04839,124,0.0,-0.04839
visual,つ,wipe,seion,2.0,0.0,16,all_decoy,2.0,0.03226,186,0.0,-0.03226
visual,つ,wipe,seion,2.0,0.0,16,same_type_decoy,2.0,0.04724,127,0.0,-0.04724
visual,つ,wipe,seion,4.0,0.0,15,all_decoy,4.0,0.04839,186,0.0,-0.04839
visual,つ,wipe,seion,4.0,0.0,15,same_type_decoy,4.0,0.07339,109,0.0,-0.07339
visual,つ,wipe,seion,8.0,0.13333,15,all_decoy,8.0,0.1105,181,0.0,0.02284
visual,つ,wipe,seion,8.0,0.13333,15,same_type_decoy,8.0,0.15748,127,0.0,-0.02415
visual,つ,wipe,seion,14.0,0.3125,16,all_decoy,14.0,0.12088,182,0.0,0.19162
visual,つ,wipe,seion,14.0,0.3125,16,same_type_decoy,14.0,0.17544,114,0.0,0.13706
visual,つ,wipe,seion,25.0,0.26667,15,all_decoy,25.0,0.2381,189,0.0,0.02857
visual,つ,wipe,seion,25.0,0.26667,15,same_type_decoy,25.0,0.375,120,0.0,-0.10833
visual,つ,wipe,seion,100.0,0.93333,15,all_decoy,100.0,0.9779,181,0.0,-0.04457
visual,つ,wipe,seion,100.0,0.93333,15,same_type_decoy,100.0,0.97674,129,0.0,-0.04341
visual,ぱ,blur,handakuon,26.0,0.06667,15,all_decoy,26.0,0.23204,181,0.0,-0.16538
visual,ぱ,blur,handakuon,26.0,0.06667,15,same_type_decoy,26.0,0.23077,13,0.0,-0.1641
visual,ぱ,blur,handakuon,38.0,0.1875,16,all_decoy,38.0,0.2766,188,0.0,-0.0891
visual,ぱ,blur,handakuon,38.0,0.1875,16,same_type_decoy,38.0,0.3,10,0.0,-0.1125
visual,ぱ,blur,handakuon,48.0,0.28571,14,all_decoy,48.0,0.50273,183,0.0,-0.21702
visual,ぱ,blur,handakuon,48.0,0.28571,14,same_type_decoy,48.0,0.33333,12,0.0,-0.04762
visual,ぱ,blur,handakuon,56.0,0.26667,15,all_decoy,56.0,0.62431,181,0.0,-0.35764
visual,ぱ,blur,handakuon,56.0,0.26667,15,same_type_decoy,56.0,0.5,8,0.0,-0.23333
visual,ぱ,blur,handakuon,64.0,0.4,15,all_decoy,64.0,0.76923,182,0.0,-0.36923
visual,ぱ,blur,handakuon,64.0,0.4,15,same_type_decoy,64.0,0.27273,11,0.0,0.12727
visual,ぱ,blur,handakuon,72.0,0.46667,15,all_decoy,72.0,0.89362,188,0.0,-0.42695
visual,ぱ,blur,handakuon,72.0,0.46667,15,same_type_decoy,72.0,0.5,14,0.0,-0.03333
visual,ぱ,blur,handakuon,84.0,0.75,16,all_decoy,84.0,0.94565,184,0.0,-0.19565
visual,ぱ,blur,handakuon,84.0,0.75,16,same_type_decoy,84.0,0.88889,9,0.0,-0.13889
visual,ぱ,blur,handakuon,100.0,0.92857,14,all_decoy,100.0,0.98352,182,0.0,-0.05495
visual,ぱ,blur,handakuon,100.0,0.92857,14,same_type_decoy,100.0,0.9,10,0.0,0.02857
visual,ぱ,fade,handakuon,0.4,0.0,16,all_decoy,0.4,0.04372,183,0.0,-0.04372
visual,ぱ,fade,handakuon,0.4,0.0,16,same_type_decoy,0.4,0.06667,15,0.0,-0.06667
visual,ぱ,fade,handakuon,0.8,0.0,16,all_decoy,0.8,0.11538,182,0.0,-0.11538
visual,ぱ,fade,handakuon,0.8,0.0,16,same_type_decoy,0.8,0.05556,18,0.0,-0.05556
visual,ぱ,fade,handakuon,1.4,0.33333,15,all_decoy,1.4,0.46703,182,0.0,-0.1337
visual,ぱ,fade,handakuon,1.4,0.33333,15,same_type_decoy,1.4,0.3,10,0.0,0.03333
visual,ぱ,fade,handakuon,2.2,0.3125,16,all_decoy,2.2,0.65775,187,0.0,-0.34525
visual,ぱ,fade,handakuon,2.2,0.3125,16,same_type_decoy,2.2,0.66667,18,0.0,-0.35417
visual,ぱ,fade,handakuon,3.5,0.6875,16,all_decoy,3.5,0.87432,183,0.0,-0.18682
visual,ぱ,fade,handakuon,3.5,0.6875,16,same_type_decoy,3.5,0.9375,16,0.0,-0.25
visual,ぱ,fade,handakuon,6.0,0.93333,15,all_decoy,6.0,0.92857,182,0.0,0.00476
visual,ぱ,fade,handakuon,6.0,0.93333,15,same_type_decoy,6.0,0.9,10,0.0,0.03333
visual,ぱ,fade,handakuon,12.0,0.9375,16,all_decoy,12.0,0.95028,181,0.0,-0.01278
visual,ぱ,fade,handakuon,12.0,0.9375,16,same_type_decoy,12.0,0.94737,19,0.0,-0.00987
visual,ぱ,fade,handakuon,100.0,1.0,16,all_decoy,100.0,0.98942,189,0.0,0.01058
visual,ぱ,fade,handakuon,100.0,1.0,16,same_type_decoy,100.0,1.0,14,0.0,0.0
visual,ぱ,reveal,handakuon,0.1,0.0,16,all_decoy,0.1,0.03191,188,0.0,-0.03191
visual,ぱ,reveal,handakuon,0.1,0.0,16,same_type_decoy,0.1,0.0,11,0.0,0.0
visual,ぱ,reveal,handakuon,0.3,0.0,15,all_decoy,0.3,0.07104,183,0.0,-0.07104
visual,ぱ,reveal,handakuon,0.3,0.0,15,same_type_decoy,0.3,0.0,12,0.0,0.0
visual,ぱ,reveal,handakuon,0.5,0.06667,15,all_decoy,0.5,0.08333,180,0.0,-0.01667
visual,ぱ,reveal,handakuon,0.5,0.06667,15,same_type_decoy,0.5,0.0,18,0.0,0.06667
visual,ぱ,reveal,handakuon,1.0,0.125,16,all_decoy,1.0,0.20765,183,0.0,-0.08265
visual,ぱ,reveal,handakuon,1.0,0.125,16,same_type_decoy,1.0,0.0,5,0.0,0.125
visual,ぱ,reveal,handakuon,2.0,0.2,15,all_decoy,2.0,0.51596,188,0.0,-0.31596
visual,ぱ,reveal,handakuon,2.0,0.2,15,same_type_decoy,2.0,0.35294,17,0.0,-0.15294
visual,ぱ,reveal,handakuon,4.0,0.53333,15,all_decoy,4.0,0.75956,183,0.0,-0.22623
visual,ぱ,reveal,handakuon,4.0,0.53333,15,same_type_decoy,4.0,0.71429,14,0.0,-0.18095
visual,ぱ,reveal,handakuon,9.0,0.875,16,all_decoy,9.0,0.94536,183,0.0,-0.07036
visual,ぱ,reveal,handakuon,9.0,0.875,16,same_type_decoy,9.0,0.88889,9,0.0,-0.01389
visual,ぱ,reveal,handakuon,100.0,0.86667,15,all_decoy,100.0,0.98889,180,0.0,-0.12222
visual,ぱ,reveal,handakuon,100.0,0.86667,15,same_type_decoy,100.0,0.9375,16,0.0,-0.07083
visual,ぱ,wipe,handakuon,0.5,0.0,16,all_decoy,0.5,0.00543,184,0.0,-0.00543
visual,ぱ,wipe,handakuon,0.5,0.0,16,same_type_decoy,0.5,0.0,11,0.0,0.0
visual,ぱ,wipe,handakuon,1.0,0.0,14,all_decoy,1.0,0.03315,181,0.0,-0.03315
visual,ぱ,wipe,handakuon,1.0,0.0,14,same_type_decoy,1.0,0.0,9,0.0,0.0
visual,ぱ,wipe,handakuon,2.0,0.06667,15,all_decoy,2.0,0.03226,186,0.0,0.03441
visual,ぱ,wipe,handakuon,2.0,0.06667,15,same_type_decoy,2.0,0.0,9,0.0,0.06667
visual,ぱ,wipe,handakuon,4.0,0.0,16,all_decoy,4.0,0.04839,186,0.0,-0.04839
visual,ぱ,wipe,handakuon,4.0,0.0,16,same_type_decoy,4.0,0.09091,11,0.0,-0.09091
visual,ぱ,wipe,handakuon,8.0,0.0,14,all_decoy,8.0,0.1105,181,0.0,-0.1105
visual,ぱ,wipe,handakuon,8.0,0.0,14,same_type_decoy,8.0,0.0,11,0.0,0.0
visual,ぱ,wipe,handakuon,14.0,0.0,15,all_decoy,14.0,0.12088,182,0.0,-0.12088
visual,ぱ,wipe,handakuon,14.0,0.0,15,same_type_decoy,14.0,0.22222,9,0.0,-0.22222
visual,ぱ,wipe,handakuon,25.0,0.0,16,all_decoy,25.0,0.2381,189,0.0,-0.2381
visual,ぱ,wipe,handakuon,25.0,0.0,16,same_type_decoy,25.0,0.0,12,0.0,0.0
visual,ぱ,wipe,handakuon,100.0,0.92857,14,all_decoy,100.0,0.9779,181,0.0,-0.04933
visual,ぱ,wipe,handakuon,100.0,0.92857,14,same_type_decoy,100.0,1.0,7,0.0,-0.07143
visual,ま,blur,seion,26.0,0.13333,15,all_decoy,26.0,0.23204,181,0.0,-0.09871
visual,ま,blur,seion,26.0,0.13333,15,same_type_decoy,26.0,0.23684,114,0.0,-0.10351
visual,ま,blur,seion,38.0,0.4375,16,all_decoy,38.0,0.2766,188,0.0,0.1609
visual,ま,blur,seion,38.0,0.4375,16,same_type_decoy,38.0,0.29167,120,0.0,0.14583
visual,ま,blur,seion,48.0,0.57143,14,all_decoy,48.0,0.50273,183,0.0,0.0687
visual,ま,blur,seion,48.0,0.57143,14,same_type_decoy,48.0,0.57273,110,0.0,-0.0013
visual,ま,blur,seion,56.0,0.6875,16,all_decoy,56.0,0.62431,181,0.0,0.06319
visual,ま,blur,seion,56.0,0.6875,16,same_type_decoy,56.0,0.71053,114,0.0,-0.02303
visual,ま,blur,seion,64.0,0.86667,15,all_decoy,64.0,0.76923,182,0.0,0.09744
visual,ま,blur,seion,64.0,0.86667,15,same_type_decoy,64.0,0.82906,117,0.0,0.03761
visual,ま,blur,seion,72.0,0.93333,15,all_decoy,72.0,0.89362,188,0.0,0.03972
visual,ま,blur,seion,72.0,0.93333,15,same_type_decoy,72.0,0.95575,113,0.0,-0.02242
visual,ま,blur,seion,84.0,1.0,16,all_decoy,84.0,0.94565,184,0.0,0.05435
visual,ま,blur,seion,84.0,1.0,16,same_type_decoy,84.0,0.97561,123,0.0,0.02439
visual,ま,blur,seion,100.0,1.0,14,all_decoy,100.0,0.98352,182,0.0,0.01648
visual,ま,blur,seion,100.0,1.0,14,same_type_decoy,100.0,0.99029,103,0.0,0.00971
visual,ま,fade,seion,0.4,0.06667,15,all_decoy,0.4,0.04372,183,0.0,0.02295
visual,ま,fade,seion,0.4,0.06667,15,same_type_decoy,0.4,0.05714,105,0.0,0.00952
visual,ま,fade,seion,0.8,0.125,16,all_decoy,0.8,0.11538,182,0.0,0.00962
visual,ま,fade,seion,0.8,0.125,16,same_type_decoy,0.8,0.15517,116,0.0,-0.03017
visual,ま,fade,seion,1.4,0.6,15,all_decoy,1.4,0.46703,182,0.0,0.13297
visual,ま,fade,seion,1.4,0.6,15,same_type_decoy,1.4,0.50893,112,0.0,0.09107
visual,ま,fade,seion,2.2,0.75,16,all_decoy,2.2,0.65775,187,0.0,0.09225
visual,ま,fade,seion,2.2,0.75,16,same_type_decoy,2.2,0.70175,114,0.0,0.04825
visual,ま,fade,seion,3.5,0.93333,15,all_decoy,3.5,0.87432,183,0.0,0.05902
visual,ま,fade,seion,3.5,0.93333,15,same_type_decoy,3.5,0.89565,115,0.0,0.03768
visual,ま,fade,seion,6.0,0.86667,15,all_decoy,6.0,0.92857,182,0.0,-0.0619
visual,ま,fade,seion,6.0,0.86667,15,same_type_decoy,6.0,0.92857,112,0.0,-0.0619
visual,ま,fade,seion,12.0,0.9375,16,all_decoy,12.0,0.95028,181,0.0,-0.01278
visual,ま,fade,seion,12.0,0.9375,16,same_type_decoy,12.0,0.96522,115,0.0,-0.02772
visual,ま,fade,seion,100.0,1.0,15,all_decoy,100.0,0.98942,189,0.0,0.01058
visual,ま,fade,seion,100.0,1.0,15,same_type_decoy,100.0,1.0,119,0.0,0.0
visual,ま,reveal,seion,0.1,0.06667,15,all_decoy,0.1,0.03191,188,0.0,0.03475
visual,ま,reveal,seion,0.1,0.06667,15,same_type_decoy,0.1,0.05825,103,0.0,0.00841
visual,ま,reveal,seion,0.3,0.0,16,all_decoy,0.3,0.07104,183,0.0,-0.07104
visual,ま,reveal,seion,0.3,0.0,16,same_type_decoy,0.3,0.09565,115,0.0,-0.09565
visual,ま,reveal,seion,0.5,0.28571,14,all_decoy,0.5,0.08333,180,0.0,0.20238
visual,ま,reveal,seion,0.5,0.28571,14,same_type_decoy,0.5,0.14583,96,0.0,0.13988
visual,ま,reveal,seion,1.0,0.13333,15,all_decoy,1.0,0.20765,183,0.0,-0.07432
visual,ま,reveal,seion,1.0,0.13333,15,same_type_decoy,1.0,0.25243,103,0.0,-0.11909
visual,ま,reveal,seion,2.0,0.625,16,all_decoy,2.0,0.51596,188,0.0,0.10904
visual,ま,reveal,seion,2.0,0.625,16,same_type_decoy,2.0,0.6087,115,0.0,0.0163
visual,ま,reveal,seion,4.0,0.71429,14,all_decoy,4.0,0.75956,183,0.0,-0.04528
visual,ま,reveal,seion,4.0,0.71429,14,same_type_decoy,4.0,0.82524,103,0.0,-0.11096
visual,ま,reveal,seion,9.0,1.0,15,all_decoy,9.0,0.94536,183,0.0,0.05464
visual,ま,reveal,seion,9.0,1.0,15,same_type_decoy,9.0,0.94444,108,0.0,0.05556
visual,ま,reveal,seion,100.0,1.0,15,all_decoy,100.0,0.98889,180,0.0,0.01111
visual,ま,reveal,seion,100.0,1.0,15,same_type_decoy,100.0,0.99029,103,0.0,0.00971
visual,ま,wipe,seion,0.5,0.0,15,all_decoy,0.5,0.00543,184,0.0,-0.00543
visual,ま,wipe,seion,0.5,0.0,15,same_type_decoy,0.5,0.00901,111,0.0,-0.00901
visual,ま,wipe,seion,1.0,0.0,16,all_decoy,1.0,0.03315,181,0.0,-0.03315
visual,ま,wipe,seion,1.0,0.0,16,same_type_decoy,1.0,0.04839,124,0.0,-0.04839
visual,ま,wipe,seion,2.0,0.0,16,all_decoy,2.0,0.03226,186,0.0,-0.03226
